Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDays,AmountPaid30,AmountPaid60,AmountPaid360,LoanStatus360
Product A,Male,Location 42,Region 4,20250,12/18/2015,2000,50,365,1701,3351,18451,Active
Product A,Male,Location 8,Region 2,22250,5/25/2016,4000,50,365,5400,6750,19250,Active
Product A,Female,Location 91,Region 6,22250,7/24/2015,4000,50,365,6000,7000,21550,Active
Product B,Male,Location 142,Region 6,16600,3/1/2015,2000,40,365,3201,4041,12001,Active
Product A,Male,Location 8,Region 2,22250,8/10/2015,4000,50,365,4750,5800,14200,Active
Product A,Male,Location 44,Region 1,22250,6/7/2016,4000,50,365,5350,6800,16250,Active
Product B,Male,Location 61,Region 2,16600,6/1/2014,2000,40,365,2961,4121,9441,Active
Product A,Female,Location 25,Region 3,22250,5/19/2015,4000,50,365,5950,6950,22230,Active
Product C,NotSpecified,Location 550,Region 4,15600,10/1/2012,1000,40,365,2160,3280,14725,Active
Product A,Female,Location 6,Region 1,22250,6/20/2015,4000,50,365,6700,6700,21770,Active
Product B,Female,Location 9,Region 6,16600,1/8/2015,2000,40,365,3000,4320,11260,Active
Product A,Female,Location 10,Region 2,19250,12/27/2015,1000,50,365,650,1700,10850,Active
Product A,Female,Location 62,Region 3,19250,6/6/2016,1000,50,365,-2150,-1700,8550,Active
Product A,Female,Location 3,Region 3,20750,9/26/2015,2500,50,365,1700,3210,9750,Active
Product A,Female,Location 3,Region 3,20250,7/5/2016,2000,50,365,1651,3101,13301,Active
Product B,Male,Location 73,Region 4,16600,7/23/2014,2000,40,365,3481,4681,16441,Active
Product B,Female,Location 113,Region 3,16600,9/26/2014,2000,40,365,3161,4611,15431,Active
Product A,Male,Location 60,Region 3,19250,11/12/2015,1000,50,365,950,2400,17153,Active
Product B,Female,Location 87,Region 6,16600,3/22/2015,2000,40,365,2821,3961,12491,Active
Product A,Male,Location 29,Region 1,19250,4/7/2016,1000,50,365,-1900,-550,8660,Active
Product A,Female,Location 94,Region 6,22250,4/20/2016,4000,50,365,5000,5850,9850,Active
Product B,Male,Location 47,Region 7,16600,4/18/2014,2000,40,365,3401,4601,15501,Active
Product E,Male,Location 84,Region 3,54625,3/15/2016,9000,125,365,13200,15595,48920,Active
Product D,Male,Location 551,Region 6,20250,9/12/2013,2000,50,365,3351,5001,17711,Active
Product B,Male,Location 30,Region 2,16600,4/4/2015,2000,40,365,3100,4340,15060,Active
Product B,Male,Location 32,Region 6,16600,11/1/2014,2000,40,365,3401,4601,15361,Active
Product B,Male,Location 32,Region 6,16600,5/11/2014,2000,40,365,2865,3603,7306,Active
Product B,Male,Location 70,Region 7,16600,5/19/2014,2000,40,365,3000,4340,16210,Active
Product C,NotSpecified,Location 41,Region 1,15600,11/10/2012,1000,40,365,2080,3080,13810,Active
Product A,Female,Location 6,Region 1,22250,5/22/2016,4000,50,365,5300,6700,19400,Active
Product B,Male,Location 144,Region 1,16600,2/10/2014,2000,40,365,3601,4601,14071,Active
Product C,Male,Location 24,Region 2,15600,1/11/2013,1000,40,365,2120,3500,15220,Active
Product E,Male,Location 3,Region 3,54625,5/13/2016,9000,125,365,13176,16226,52038,Active
Product C,Female,Location 161,Region 3,15600,2/7/2013,1000,40,365,2200,2700,7740,Active
Product A,Male,Location 39,Region 6,22250,2/2/2016,4000,50,365,5300,6800,20600,Active
Product A,Female,Location 61,Region 2,19250,10/12/2015,1000,50,365,600,2150,16032,Active
Product A,Male,Location 3,Region 3,19250,4/12/2016,1000,50,365,-2850,-2350,3047,Active
Product C,NotSpecified,Location 75,Region 3,15600,2/19/2013,1000,40,365,1930,2870,7129,Active
Product B,Male,Location 114,Region 6,16600,9/7/2014,2000,40,365,3001,4001,10001,Active
Product A,Female,Location 62,Region 3,22250,5/31/2015,4000,50,365,5582,6960,21700,Active
Product B,Male,Location 46,Region 2,16600,11/6/2014,2000,40,365,3101,4111,11711,Active
Product A,Male,Location 84,Region 3,22250,12/2/2015,4000,50,365,5050,5600,12650,Active
Product E,Male,Location 22,Region 6,54625,1/4/2016,9000,125,365,11751,15751,51806,Active
Product B,Male,Location 113,Region 3,16600,9/28/2014,2000,40,365,2960,4080,14841,Active
Product D,Male,Location 499,Region 6,20250,9/28/2013,2000,50,365,3451,4851,18851,Active
Product D,Male,Location 552,Region 12,20250,11/10/2013,2000,50,365,3151,4551,10531,Active
Product B,Male,Location 22,Region 6,16600,2/7/2015,2000,40,365,3180,4180,14900,Active
Product B,Male,Location 25,Region 3,16600,4/16/2015,2000,40,365,2871,3641,8041,Active
Product A,Female,Location 44,Region 1,19250,1/23/2016,1000,50,365,500,2000,15800,Active
Product B,Male,Location 446,Region 2,16600,4/1/2014,2000,40,365,3160,4280,14920,Active
Product B,Male,Location 331,Region 6,16600,3/24/2014,2000,40,365,3656,4186,13046,Active
Product C,Female,Location 553,Region 5,15600,3/14/2013,1000,40,365,2800,4000,15360,Active
Product A,Male,Location 3,Region 3,19250,4/25/2016,1000,50,365,-2050,-950,6500,Active
Product A,Male,Location 70,Region 7,19250,11/9/2015,1000,50,365,200,350,8085,Active
Product A,Female,Location 113,Region 3,22250,6/8/2016,4000,50,365,5300,6650,13600,Active
Product B,Male,Location 37,Region 4,16600,4/18/2015,2000,40,365,3241,4441,14041,Active
Product A,Male,Location 19,Region 2,19250,5/28/2016,1000,50,365,-1750,-600,3250,Active
Product D,Male,Location 365,Region 5,20250,5/19/2013,2000,50,365,3501,5051,19106,Active
Product B,Female,Location 49,Region 6,16600,9/27/2014,2000,40,365,4600,4600,12020,Active
Product B,Male,Location 377,Region 6,16600,10/28/2014,2000,40,365,3401,4221,12251,Active
Product D,Male,Location 555,Region 3,20250,4/13/2013,2000,50,365,3551,4921,19811,Active
Product A,Female,Location 30,Region 2,19250,2/27/2016,1000,50,365,-1300,0,15250,Active
Product B,Female,Location 13,Region 6,16600,11/21/2014,2000,40,365,3400,4600,16130,Active
Product B,Male,Location 114,Region 6,16600,5/31/2014,2000,40,365,3401,4601,7401,Active
Product A,Male,Location 38,Region 3,22250,2/13/2016,4000,50,365,4730,5780,19090,Active
Product A,Male,Location 86,Region 6,22250,5/9/2016,4000,50,365,5600,7100,19050,Active
Product E,Male,Location 3,Region 3,54625,11/27/2015,9000,125,365,13001,23001,52201,Active
Product A,Female,Location 23,Region 4,22250,7/1/2015,4000,50,365,5250,6700,14650,Active
Product A,Male,Location 30,Region 2,20750,9/10/2015,2500,50,365,2500,3500,9710,Active
Product D,Male,Location 106,Region 6,20250,7/14/2013,2000,50,365,3386,4311,8407,Active
Product C,NotSpecified,Location 242,Region 1,15600,5/30/2012,1000,40,365,2500,3390,15310,Active
Product D,Male,Location 556,Region 2,20250,11/1/2013,2000,50,365,3251,4951,15551,Active
Product B,Female,Location 82,Region 7,16600,6/7/2014,2000,40,365,2680,3560,10680,Active
Product B,Male,Location 70,Region 7,16600,8/10/2014,2000,40,365,2460,2980,4180,Active
Product E,Male,Location 25,Region 3,54625,9/3/2015,9000,125,365,12126,14251,39901,Active
Product A,Male,Location 17,Region 3,22250,5/24/2015,4000,50,365,5100,6600,9250,Active
Product B,Female,Location 46,Region 2,16600,4/13/2015,2000,40,365,3201,4381,13521,Active
Product A,Male,Location 63,Region 6,19250,1/14/2016,1000,50,365,650,2150,13420,Active
Product A,Male,Location 26,Region 3,22250,8/29/2015,4000,50,365,5250,6450,18510,Active
Product B,Male,Location 4,Region 4,16600,4/14/2014,2000,40,365,3001,4398,15813,Active
Product B,Male,Location 38,Region 3,16600,2/1/2014,2000,40,365,3200,4360,14480,Active
Product A,Male,Location 39,Region 6,19250,12/22/2015,1000,50,365,600,2100,17100,Active
Product A,Female,Location 109,Region 7,22250,8/1/2015,4000,50,365,5300,6970,12100,Active
Product A,Female,Location 9,Region 6,22250,9/12/2015,4000,50,365,5350,6850,20970,Active
Product B,Male,Location 6,Region 1,16600,2/15/2015,2000,40,365,3290,4340,15040,Active
Product A,Female,Location 69,Region 6,22250,5/26/2015,4000,50,365,6500,7500,21900,Active
Product A,Female,Location 57,Region 6,19250,11/1/2015,1000,50,365,1200,1950,13950,Active
Product A,Female,Location 86,Region 6,22250,10/10/2015,4000,50,365,5290,6590,20120,Active
Product B,Female,Location 557,Region 5,16600,9/18/2014,2000,40,365,2271,3431,10919,Active
Product B,Female,Location 19,Region 2,16600,4/30/2015,2000,40,365,3000,4440,16000,Active
Product A,Male,Location 186,Region 14,22250,11/29/2015,4000,50,365,5550,6750,16200,Active
Product B,Female,Location 44,Region 1,16600,10/2/2014,2000,40,365,2940,4020,14470,Active
Product A,Male,Location 13,Region 6,22250,3/15/2016,4000,50,365,6300,6800,16950,Active
Product B,Female,Location 3,Region 3,16600,2/5/2015,2000,40,365,3100,4100,14810,Active
Product B,Female,Location 6,Region 1,16600,1/12/2015,2000,40,365,6699,6699,15922,Active
Product C,Female,Location 558,Region 5,15600,3/15/2012,1000,40,365,2200,3600,10380,Active
Product A,Female,Location 62,Region 3,22250,6/2/2016,4000,50,365,5700,7100,19950,Active
Product A,Female,Location 13,Region 6,20750,9/21/2015,2500,50,365,2150,4500,15620,Active
Product B,Male,Location 30,Region 2,16600,2/7/2015,2000,40,365,3400,4340,16290,Active
Product B,Male,Location 21,Region 7,16600,1/20/2015,2000,40,365,2960,3800,8360,Active
Product B,Male,Location 331,Region 6,16600,4/6/2014,2000,40,365,2200,4120,12520,Active
Product B,Male,Location 29,Region 1,16600,1/22/2014,2000,40,365,3400,4700,15750,Active
Product B,Male,Location 559,Region 12,16600,3/7/2014,2000,40,365,3141,4311,16180,Active
Product B,Female,Location 91,Region 6,16600,4/22/2014,2000,40,365,3301,3701,11851,Active
Product A,Female,Location 17,Region 3,19250,11/20/2015,1000,50,365,250,1250,6400,Active
Product D,Male,Location 491,Region 7,20250,9/30/2013,2000,50,365,3891,5191,19341,Active
Product B,Female,Location 17,Region 3,16600,4/16/2015,2000,40,365,2600,3460,10990,Active
Product A,Male,Location 26,Region 3,20250,1/21/2016,2000,50,365,1551,1901,8658,Active
Product A,Female,Location 109,Region 7,22250,8/8/2015,4000,50,365,5550,7100,18500,Active
Product B,Male,Location 94,Region 6,16600,4/22/2014,2000,40,365,3301,4241,16081,Active
Product B,Female,Location 6,Region 1,16600,10/17/2014,2000,40,365,2840,3520,7360,Active
Product B,Male,Location 11,Region 3,16600,12/3/2014,2000,40,365,5111,5111,11451,Active
Product B,Female,Location 67,Region 1,16600,10/31/2014,2000,40,365,3331,4306,13601,Active
Product B,Male,Location 135,Region 1,16600,2/16/2015,2000,40,365,3430,4630,15820,Active
Product A,Female,Location 11,Region 3,22250,6/12/2016,4000,50,365,5300,5500,17150,Active
Product A,Male,Location 91,Region 6,22250,10/11/2015,4000,50,365,5500,6700,12200,Active
Product B,Female,Location 3,Region 3,16600,1/9/2015,2000,40,365,3151,4141,13011,Active
Product A,Male,Location 135,Region 1,22250,8/24/2015,4000,50,365,5100,5950,11330,Active
Product B,Male,Location 8,Region 2,16600,3/8/2015,2000,40,365,3521,4281,16161,Active
Product D,Male,Location 93,Region 1,20250,4/19/2013,2000,50,365,3410,4708,8655,Active
Product B,Female,Location 84,Region 3,16600,1/12/2015,2000,40,365,2941,2941,4181,Active
Product B,Female,Location 58,Region 6,16600,9/6/2014,2000,40,365,3080,4120,14360,Active
Product A,Female,Location 33,Region 3,22250,5/10/2016,4000,50,365,5820,6820,19670,Active
Product A,Female,Location 61,Region 2,20250,1/27/2016,2000,50,365,2650,3150,14250,Active
Product A,Female,Location 22,Region 6,22250,6/21/2015,4000,50,365,5580,7080,21550,Active
Product B,Female,Location 17,Region 3,16600,3/26/2015,2000,40,365,2921,3551,14001,Active
Product B,Female,Location 32,Region 6,16600,7/18/2014,2000,40,365,3521,4721,15781,Active
Product B,Male,Location 4,Region 4,16600,6/30/2014,2000,40,365,3361,4466,14482,Active
Product A,Female,Location 39,Region 6,22250,8/30/2015,4000,50,365,6000,8400,21800,Active
Product B,Female,Location 39,Region 6,16600,7/26/2014,2000,40,365,3401,4601,11781,Active
Product B,Female,Location 10,Region 2,16600,2/14/2014,2000,40,365,3360,4400,8720,Active
Product C,NotSpecified,Location 377,Region 6,15600,1/14/2013,1000,40,365,2100,3350,13380,Active
Product B,Male,Location 25,Region 3,16600,1/17/2015,2000,40,365,2931,4051,15591,Active
Product B,Male,Location 405,Region 1,16600,6/15/2014,2000,40,365,3121,4241,11881,Active
Product C,NotSpecified,Location 560,Region 6,15600,10/15/2012,1000,40,365,1000,2200,14200,Active
Product A,Female,Location 20,Region 1,22250,7/5/2015,4000,50,365,6650,7000,18020,Active
Product B,Female,Location 47,Region 7,16600,9/7/2014,2000,40,365,3401,5801,16061,Active
Product C,NotSpecified,Location 561,Region 7,15600,1/13/2013,1000,40,365,2200,3400,14410,Active
Product A,Female,Location 39,Region 6,20250,11/28/2015,2000,50,365,1551,3051,17901,Active
Product B,Female,Location 60,Region 3,16600,5/19/2015,2000,40,365,2171,3511,11791,Active
Product A,Male,Location 6,Region 1,20250,7/30/2016,2000,50,365,1600,3050,6702,Active
Product A,Female,Location 87,Region 6,20250,7/11/2016,2000,50,365,1250,2460,15500,Active
Product B,Female,Location 87,Region 6,16600,11/10/2014,2000,40,365,3021,4301,12911,Active
Product B,Female,Location 53,Region 6,16600,8/24/2014,2000,40,365,3171,5561,14901,Active
Product D,Male,Location 188,Region 6,20250,10/25/2013,2000,50,365,4000,5450,19800,Active
Product B,Female,Location 113,Region 3,16600,4/24/2015,2000,40,365,3350,4300,16180,Active
Product B,Female,Location 82,Region 7,16600,1/22/2015,2000,40,365,3100,4180,14920,Active
Product A,Female,Location 6,Region 1,20250,7/10/2016,2000,50,365,1651,2951,12841,Active
Product C,Male,Location 207,Region 13,13775,7/12/2014,1000,35,365,2290,2980,7635,Active
Product C,NotSpecified,Location 193,Region 6,15600,10/28/2012,1000,40,365,2960,3360,15120,Active
Product C,NotSpecified,Location 27,Region 2,15600,1/27/2013,1000,40,365,2250,3410,12910,Active
Product B,Male,Location 39,Region 6,16600,8/9/2014,2000,40,365,3100,4300,9600,Active
Product B,Male,Location 60,Region 3,16600,5/11/2015,2000,40,365,3281,4321,11860,Active
Product B,Male,Location 410,Region 2,16600,5/9/2014,2000,40,365,3341,4541,16246,Active
Product E,Male,Location 6,Region 1,54625,11/30/2015,9000,125,365,12826,16076,53276,Active
Product B,Male,Location 10,Region 2,16600,1/17/2015,2000,40,365,3081,4001,9611,Active
Product D,Male,Location 6,Region 1,20250,8/17/2013,2000,50,365,3201,4501,15951,Active
Product B,Male,Location 11,Region 3,16600,11/21/2014,2000,40,365,3161,3881,11821,Active
Product A,Male,Location 86,Region 6,19250,3/15/2016,1000,50,365,-1700,120,14250,Active
Product A,Male,Location 21,Region 7,22250,9/10/2015,4000,50,365,5250,6750,18630,Active
Product B,Female,Location 8,Region 2,16600,1/29/2015,2000,40,365,2941,4261,14721,Active
Product B,Male,Location 44,Region 1,16600,1/8/2015,2000,40,365,3401,4191,9048,Active
Product B,Female,Location 38,Region 3,16600,12/22/2014,2000,40,365,2601,2841,4861,Active
Product E,Male,Location 3,Region 3,54625,7/29/2016,9000,125,365,12626,16251,52876,Active
Product B,Male,Location 26,Region 3,16600,6/17/2014,2000,40,365,3151,7951,11051,Active
Product B,Male,Location 61,Region 2,16600,6/6/2014,2000,40,365,2940,4080,9780,Active
Product A,Male,Location 113,Region 3,22250,3/23/2016,4000,50,365,6440,7440,21290,Active
Product B,Female,Location 88,Region 7,16600,6/13/2014,2000,40,365,3121,4341,15601,Active
Product B,Female,Location 25,Region 3,16600,2/9/2015,2000,40,365,2771,3091,10851,Active
Product A,Female,Location 4,Region 4,20250,1/23/2016,2000,50,365,1601,2801,13951,Active
Product A,Female,Location 95,Region 6,22250,11/27/2015,4000,50,365,5450,6850,18200,Active
Product B,Male,Location 45,Region 3,16600,2/28/2015,2000,40,365,2921,3281,11921,Active
Product B,Male,Location 58,Region 6,16600,3/7/2014,2000,40,365,3401,4301,15791,Active
Product A,Female,Location 13,Region 6,22250,10/3/2015,4000,50,365,4000,4000,14500,Active
Product B,Female,Location 62,Region 3,16600,5/4/2014,2000,40,365,4635,4635,13496,Active
Product A,Female,Location 21,Region 7,22250,5/16/2015,4000,50,365,5500,10500,21750,Active
Product B,Female,Location 563,Region 12,16600,1/19/2014,2000,40,365,3401,4601,14281,Active
Product B,Male,Location 564,Region 1,16600,6/28/2014,2000,40,365,3141,3791,15711,Active
Product A,Male,Location 58,Region 6,22250,2/22/2016,4000,50,365,5500,7000,20750,Active
Product C,Male,Location 565,Region 1,15600,3/22/2013,1000,40,365,2600,4080,13260,Active
Product B,Male,Location 69,Region 6,16600,4/20/2014,2000,40,365,3201,4401,15351,Active
Product C,Female,Location 418,Region 2,15600,8/25/2012,1000,40,365,5400,5400,15350,Active
Product B,Female,Location 25,Region 3,16600,3/15/2015,2000,40,365,2441,3321,15001,Active
Product A,Male,Location 39,Region 6,22250,8/27/2015,4000,50,365,5250,6600,20450,Active
Product A,Male,Location 30,Region 2,22250,6/26/2015,4000,50,365,7500,7500,21650,Active
Product D,Female,Location 316,Region 1,20250,4/18/2013,2000,50,365,3301,4101,14351,Active
Product C,Female,Location 407,Region 2,15600,5/16/2012,1000,40,365,2180,3300,15225,Active
Product B,Male,Location 49,Region 6,16600,12/12/2014,2000,40,365,3241,4241,16081,Active
Product A,Male,Location 22,Region 6,22250,4/19/2016,4000,50,365,5450,7450,21250,Active
Product B,Male,Location 8,Region 2,16600,1/29/2015,2000,40,365,2925,3630,6880,Active
Product D,Male,Location 350,Region 6,20250,9/26/2013,2000,50,365,3316,4546,15677,Active
Product B,Male,Location 4,Region 4,16600,5/15/2015,2000,40,365,4700,4860,15550,Active
Product B,Male,Location 94,Region 6,16600,5/2/2014,2000,40,365,3120,4240,15760,Active
Product B,Male,Location 62,Region 3,16600,5/5/2014,2000,40,365,4600,4600,13240,Active
Product B,Male,Location 84,Region 3,16600,4/11/2015,2000,40,365,2701,3731,10026,Active
Product E,Male,Location 22,Region 6,54625,10/20/2015,9000,125,365,12671,16011,52781,Active
Product B,Female,Location 13,Region 6,16600,11/10/2014,2000,40,365,2931,4481,13601,Active
Product A,Female,Location 78,Region 4,22250,5/29/2015,4000,50,365,6100,7200,21900,Active
Product A,Male,Location 19,Region 2,22250,2/11/2016,4000,50,365,5900,6750,20050,Active
Product C,NotSpecified,Location 200,Region 6,15600,2/1/2013,1000,40,365,1880,2440,9444,Active
Product C,Female,Location 568,Region 6,15600,3/11/2013,1000,40,365,2040,3480,14460,Active
Product A,Male,Location 84,Region 3,22250,9/17/2015,4000,50,365,5170,6070,14118,Active
Product D,Female,Location 523,Region 4,20250,6/7/2013,2000,50,365,3351,4751,16301,Active
Product A,Male,Location 9,Region 6,22250,9/11/2015,4000,50,365,5900,6900,21690,Active
